Date,Price
"Dec 01, 2017",2.94
"Dec 08, 2017",2.84
"Dec 15, 2017",2.77
"Dec 22, 2017",2.69
"Dec 29, 2017",3.03
"Jan 05, 2018",5.71
"Jan 12, 2018",3.24
"Jan 19, 2018",4.12
"Jan 26, 2018",3.43
"Feb 02, 2018",3.3
"Feb 09, 2018",2.75
"Feb 16, 2018",2.54
"Feb 23, 2018",2.62
"Mar 02, 2018",2.64
"Mar 09, 2018",2.74
"Mar 16, 2018",2.71
"Mar 23, 2018",2.66
"Mar 30, 2018",2.67
"Apr 06, 2018",2.79
"Apr 13, 2018",2.78
"Apr 20, 2018",2.83
"Apr 27, 2018",2.8
"May 04, 2018",2.75
"May 11, 2018",2.76
"May 18, 2018",2.8
"May 25, 2018",2.83
"Jun 01, 2018",2.88
"Jun 08, 2018",2.92
"Jun 15, 2018",2.99
"Jun 22, 2018",2.99
"Jun 29, 2018",2.98
"Jul 06, 2018",2.91
"Jul 13, 2018",2.89
"Jul 20, 2018",2.78
"Jul 27, 2018",2.79
"Aug 03, 2018",2.8
"Aug 10, 2018",2.96
"Aug 17, 2018",3
"Aug 24, 2018",3.01
"Aug 31, 2018",2.97
"Sep 07, 2018",2.94
"Sep 14, 2018",2.93
"Sep 21, 2018",3.03
"Sep 28, 2018",3.06
"Oct 05, 2018",3.23
"Oct 12, 2018",3.3
"Oct 19, 2018",3.26
"Oct 26, 2018",3.32
"Nov 02, 2018",3.28
"Nov 09, 2018",3.58
"Nov 16, 2018",4.23
"Nov 23, 2018",4.67
"Nov 30, 2018",4.43
"Dec 07, 2018",4.49
"Dec 14, 2018",4.38
"Dec 21, 2018",3.73
"Dec 28, 2018",3.26
"Jan 04, 2019",2.92
"Jan 11, 2019",2.89
"Jan 18, 2019",3.5
"Jan 25, 2019",3.19
"Feb 01, 2019",2.9
"Feb 08, 2019",2.59
"Feb 15, 2019",2.65
"Feb 22, 2019",2.71
"Mar 01, 2019",2.91
"Mar 08, 2019",3.28
"Mar 15, 2019",2.89
"Mar 22, 2019",2.86
"Mar 29, 2019",2.71
"Apr 05, 2019",2.7
"Apr 12, 2019",2.72
"Apr 19, 2019",2.62
"Apr 26, 2019",2.56
"May 03, 2019",2.59
"May 10, 2019",2.6
"May 17, 2019",2.67
"May 24, 2019",2.66
"May 31, 2019",2.66
"Jun 07, 2019",2.45
"Jun 14, 2019",2.41
"Jun 21, 2019",2.4
"Jun 28, 2019",2.34
"Jul 05, 2019",2.31
"Jul 12, 2019",2.47
"Jul 19, 2019",2.44
"Jul 26, 2019",2.3
"Aug 02, 2019",2.24
"Aug 09, 2019",2.11
"Aug 16, 2019",2.21
"Aug 23, 2019",2.27
"Aug 30, 2019",2.28
"Sep 06, 2019",2.46
"Sep 13, 2019",2.64
"Sep 20, 2019",2.63
"Sep 27, 2019",2.52
"Oct 04, 2019",2.33
"Oct 11, 2019",2.26
"Oct 18, 2019",2.25
"Oct 25, 2019",2.25
"Nov 01, 2019",2.62
"Nov 08, 2019",2.82
"Nov 15, 2019",2.73
"Nov 22, 2019",2.58
"Nov 29, 2019",2.49
"Dec 06, 2019",2.38
"Dec 13, 2019",2.24
"Dec 20, 2019",2.28
"Dec 27, 2019",2.03
"Jan 03, 2020",2.05
"Jan 10, 2020",2.09
"Jan 17, 2020",2.06
"Jan 24, 2020",1.93
"Jan 31, 2020",1.95
"Feb 07, 2020",1.89
"Feb 14, 2020",1.9
"Feb 21, 2020",2
"Feb 28, 2020",1.88
"Mar 06, 2020",1.8
"Mar 13, 2020",1.86
"Mar 20, 2020",1.82
"Mar 27, 2020",1.74
"Apr 03, 2020",1.63
"Apr 10, 2020",1.77
"Apr 17, 2020",1.72
"Apr 24, 2020",1.85
"May 01, 2020",1.71
"May 08, 2020",1.84
"May 15, 2020",1.63
"May 22, 2020",1.78
"May 29, 2020",1.76
"Jun 05, 2020",1.7
"Jun 12, 2020",1.7
"Jun 19, 2020",1.52
"Jun 26, 2020",1.57
"Jul 03, 2020",1.71
"Jul 10, 2020",1.78
"Jul 17, 2020",1.77
"Jul 24, 2020",1.72
"Jul 31, 2020",1.82
"Aug 07, 2020",2.13
"Aug 14, 2020",2.17
"Aug 21, 2020",2.39
"Aug 28, 2020",2.52
"Sep 04, 2020",2.16
"Sep 11, 2020",2.16
"Sep 18, 2020",1.93
"Sep 25, 2020",1.68
"Oct 02, 2020",1.65
"Oct 09, 2020",1.91
"Oct 16, 2020",2.17
"Oct 23, 2020",2.74
"Oct 30, 2020",3.09
"Nov 06, 2020",2.78
"Nov 13, 2020",2.75
"Nov 20, 2020",2.39
"Nov 27, 2020",2.39
"Dec 04, 2020",2.69
"Dec 11, 2020",2.44
"Dec 18, 2020",2.7
"Dec 25, 2020",2.72
"Jan 01, 2021",2.38
"Jan 08, 2021",2.74
"Jan 15, 2021",2.82
"Jan 22, 2021",2.54
"Jan 29, 2021",2.71
"Feb 05, 2021",3.12
"Feb 12, 2021",4.63
"Feb 19, 2021",12.18
"Feb 26, 2021",2.86
"Mar 05, 2021",2.79
"Mar 12, 2021",2.65
"Mar 19, 2021",2.53
"Mar 26, 2021",2.54
"Apr 02, 2021",2.54
"Apr 09, 2021",2.45
"Apr 16, 2021",2.59
"Apr 23, 2021",2.76
"Apr 30, 2021",2.88
"May 07, 2021",2.95
"May 14, 2021",2.93
"May 21, 2021",2.91
"May 28, 2021",2.86
"Jun 04, 2021",3.03
"Jun 11, 2021",3.12
"Jun 18, 2021",3.28
"Jun 25, 2021",3.28
"Jul 02, 2021",3.72
"Jul 09, 2021",3.65
"Jul 16, 2021",3.73
"Jul 23, 2021",3.93
"Jul 30, 2021",4.06
"Aug 06, 2021",4.15
"Aug 13, 2021",4.1
"Aug 20, 2021",3.9
"Aug 27, 2021",4.07
"Sep 03, 2021",4.49
"Sep 10, 2021",4.87
"Sep 17, 2021",5.42
"Sep 24, 2021",5.03
"Oct 01, 2021",5.68
"Oct 08, 2021",5.87
"Oct 15, 2021",5.54
"Oct 22, 2021",4.95
"Oct 29, 2021",5.68
"Nov 05, 2021",5.48
"Nov 12, 2021",4.99
"Nov 19, 2021",4.91
"Nov 26, 2021",4.9
"Dec 03, 2021",4.32
"Dec 10, 2021",3.68
"Dec 17, 2021",3.78
"Dec 24, 2021",3.85
"Dec 31, 2021",3.57
"Jan 07, 2022",3.8
"Jan 14, 2022",4.42
"Jan 21, 2022",4.5
"Jan 28, 2022",4.6
"Feb 04, 2022",5.78
"Feb 11, 2022",4.19
"Feb 18, 2022",4.39
"Feb 25, 2022",4.62
"Mar 04, 2022",4.57
"Mar 11, 2022",4.7
"Mar 18, 2022",4.68
"Mar 25, 2022",5.14
"Apr 01, 2022",5.41
"Apr 08, 2022",6.08
"Apr 15, 2022",6.64
"Apr 22, 2022",7.1
"Apr 29, 2022",6.81
"May 06, 2022",8.04
"May 13, 2022",7.47
"May 20, 2022",8.21
"May 27, 2022",8.79
"Jun 03, 2022",8.54
"Jun 10, 2022",8.95
"Jun 17, 2022",7.93
"Jun 24, 2022",6.43
"Jul 01, 2022",6.35
"Jul 08, 2022",5.9
"Jul 15, 2022",6.76
"Jul 22, 2022",7.76
"Jul 29, 2022",8.74
"Aug 05, 2022",8.14
"Aug 12, 2022",8.15
"Aug 19, 2022",9.19
"Aug 26, 2022",9.56
"Sep 02, 2022",9.17
"Sep 09, 2022",8.3
"Sep 16, 2022",8.42
"Sep 23, 2022",7.69
"Sep 30, 2022",6.63
"Oct 07, 2022",6.01
"Oct 14, 2022",6.29
"Oct 21, 2022",5.48
"Oct 28, 2022",5.12
"Nov 04, 2022",4.57
"Nov 11, 2022",4.34
"Nov 18, 2022",6.06
"Nov 25, 2022",6.41
"Dec 02, 2022",6.06
"Dec 09, 2022",4.6
"Dec 16, 2022",6.78
"Dec 23, 2022",6.35
"Dec 30, 2022",4.06
"Jan 06, 2023",3.65
"Jan 13, 2023",3.46
"Jan 20, 2023",3.17
"Jan 27, 2023",3.08
"Feb 03, 2023",2.64
"Feb 10, 2023",2.34
"Feb 17, 2023",2.41
"Feb 24, 2023",2.18
"Mar 03, 2023",2.6
"Mar 10, 2023",2.48
"Mar 17, 2023",2.47
"Mar 24, 2023",2.06
"Mar 31, 2023",2.01
"Apr 07, 2023",2.14
"Apr 14, 2023",2.09
"Apr 21, 2023",2.21
"Apr 28, 2023",2.2
"May 05, 2023",2.03
"May 12, 2023",2.1
"May 19, 2023",2.29
"May 26, 2023",2.17
