time,price,price_dayahead,gen_coal,gen_gas,load_actual,gen_lig,gen_oil,gen_oth_renew,pressure_Barcelona,gen_hyd_pump
2014-12-31 23:00:00+00:00,65.41,50.1,4821.0,4844.0,25385.0,329.0,162.0,73.0,1035.0,863.0
2015-01-01 00:00:00+00:00,64.92,48.1,4755.0,5196.0,24382.0,328.0,158.0,71.0,1035.0,920.0
2015-01-01 01:00:00+00:00,64.48,47.33,4581.0,4857.0,22734.0,323.0,157.0,73.0,1036.0,1164.0
2015-01-01 02:00:00+00:00,59.32,42.27,4131.0,4314.0,21286.0,254.0,160.0,75.0,1036.0,1503.0
2015-01-01 03:00:00+00:00,56.04,38.41,3840.0,4130.0,20264.0,187.0,156.0,74.0,1036.0,1826.0
2015-01-01 04:00:00+00:00,53.63,35.72,3590.0,4038.0,19905.0,178.0,156.0,74.0,1037.0,2109.0
2015-01-01 05:00:00+00:00,51.73,35.13,3368.0,4040.0,20010.0,172.0,158.0,74.0,1037.0,2108.0
2015-01-01 06:00:00+00:00,51.43,36.22,3208.0,4030.0,20377.0,172.0,160.0,72.0,1037.0,2031.0
2015-01-01 07:00:00+00:00,48.98,32.4,3335.0,4052.0,20094.0,177.0,161.0,73.0,1038.0,2119.0
2015-01-01 08:00:00+00:00,54.2,36.6,3437.0,4137.0,20637.0,177.0,163.0,74.0,1038.0,2170.0
2015-01-01 09:00:00+00:00,58.94,43.1,3516.0,4059.0,22250.0,173.0,167.0,72.0,1038.0,2020.0
2015-01-01 10:00:00+00:00,59.86,45.14,3845.0,3931.0,23547.0,226.0,166.0,73.0,1038.0,1183.0
2015-01-01 11:00:00+00:00,60.12,45.14,4220.0,3784.0,24133.0,303.0,167.0,75.0,1038.0,972.0
2015-01-01 12:00:00+00:00,62.05,47.35,4404.0,3754.0,24713.0,288.0,167.0,74.0,1038.0,922.0
2015-01-01 13:00:00+00:00,62.06,47.35,4256.0,3779.0,24672.0,260.0,166.0,76.0,1035.0,941.0
2015-01-01 14:00:00+00:00,59.76,43.61,4038.0,3708.0,23528.0,183.0,160.0,76.0,1035.0,1069.0
2015-01-01 15:00:00+00:00,61.18,44.91,4191.0,3813.0,23118.0,256.0,163.0,75.0,1035.0,970.0
2015-01-01 16:00:00+00:00,64.74,48.1,4707.0,3967.0,23606.0,322.0,165.0,75.0,1035.0,798.0
2015-01-01 17:00:00+00:00,74.26,58.02,4756.0,4756.0,26447.0,282.0,164.0,74.0,1035.0,1.0
2015-01-01 18:00:00+00:00,74.24,61.01,4918.0,4410.0,28020.0,303.0,147.0,76.0,1036.0,1.0
2015-01-01 19:00:00+00:00,75.64,62.69,5025.0,4324.0,29014.0,318.0,154.0,74.0,1036.0,0.0
2015-01-01 20:00:00+00:00,73.92,60.41,5043.0,4684.0,29571.0,325.0,154.0,74.0,1038.0,0.0
2015-01-01 21:00:00+00:00,70.53,58.15,4990.0,4870.0,29031.0,322.0,154.0,74.0,1038.0,0.0
2015-01-01 22:00:00+00:00,64.13,53.6,4942.0,4685.0,26798.0,320.0,160.0,74.0,1038.0,0.0
2015-01-01 23:00:00+00:00,64.02,10.0,1291.0,3189.0,27070.0,0.0,193.0,62.0,1038.0,1290.0
2015-01-02 00:00:00+00:00,58.46,7.0,1190.0,2902.0,24935.0,0.0,192.0,61.0,1038.0,1996.0
2015-01-02 01:00:00+00:00,54.7,5.0,1023.0,2772.0,23214.0,0.0,189.0,60.0,1037.0,2698.0
2015-01-02 02:00:00+00:00,54.91,4.0,1016.0,2936.0,22540.0,0.0,188.0,59.0,1037.0,3269.0
2015-01-02 03:00:00+00:00,53.07,4.0,1103.0,2893.0,22096.0,0.0,189.0,61.0,1037.0,3267.0
2015-01-02 04:00:00+00:00,54.23,4.8,1120.0,2889.0,22066.0,0.0,190.0,59.0,1038.0,3258.0
2015-01-02 05:00:00+00:00,58.22,5.0,1167.0,2898.0,22275.0,0.0,189.0,60.0,1038.0,3256.0
2015-01-02 06:00:00+00:00,67.55,7.04,1067.0,2938.0,23025.0,0.0,194.0,60.0,1038.0,2987.0
2015-01-02 07:00:00+00:00,70.33,7.04,1098.0,2869.0,23699.0,0.0,196.0,59.0,1039.0,2447.0
2015-01-02 08:00:00+00:00,71.26,7.88,1293.0,3090.0,25834.0,0.0,193.0,59.0,1039.0,1907.0
2015-01-02 09:00:00+00:00,75.86,10.71,1339.0,2844.0,27927.0,0.0,200.0,60.0,1039.0,938.0
2015-01-02 10:00:00+00:00,73.65,10.0,1335.0,2699.0,29072.0,0.0,199.0,59.0,1039.0,747.0
2015-01-02 11:00:00+00:00,74.19,7.04,1336.0,2606.0,29071.0,0.0,197.0,60.0,1037.0,864.0
2015-01-02 12:00:00+00:00,71.51,7.0,1341.0,2662.0,29439.0,0.0,208.0,61.0,1039.0,906.0
2015-01-02 13:00:00+00:00,71.04,6.33,1354.0,2729.0,29241.0,0.0,195.0,58.0,1035.0,1047.0
2015-01-02 14:00:00+00:00,71.24,5.0,1298.0,2599.0,27973.0,0.0,195.0,57.0,1035.0,1491.0
2015-01-02 15:00:00+00:00,70.64,6.21,1184.0,2996.0,27320.0,0.0,195.0,59.0,1037.0,1975.0
2015-01-02 16:00:00+00:00,72.85,9.98,1047.0,3696.0,27157.0,0.0,195.0,59.0,1036.0,1760.0
2015-01-02 17:00:00+00:00,82.55,33.15,1178.0,4760.0,29045.0,0.0,199.0,64.0,1036.0,595.0
2015-01-02 18:00:00+00:00,83.33,50.0,1345.0,6030.0,31967.0,0.0,205.0,68.0,1037.0,78.0
2015-01-02 19:00:00+00:00,83.23,52.01,1354.0,5973.0,33266.0,0.0,214.0,69.0,1038.0,68.0
2015-01-02 20:00:00+00:00,79.06,50.01,1348.0,6082.0,33668.0,0.0,215.0,69.0,1038.0,68.0
2015-01-02 21:00:00+00:00,76.2,45.8,1429.0,5747.0,32426.0,0.0,217.0,66.0,1038.0,68.0
2015-01-02 22:00:00+00:00,71.75,41.74,1432.0,4177.0,29705.0,0.0,220.0,64.0,1038.0,68.0
2015-01-02 23:00:00+00:00,66.82,35.62,1798.0,3801.0,25564.0,0.0,246.0,76.0,1036.0,502.0
2015-01-03 00:00:00+00:00,63.35,27.1,1351.0,3812.0,23584.0,0.0,245.0,68.0,1037.0,1048.0
2015-01-03 01:00:00+00:00,58.79,25.0,1258.0,3745.0,22194.0,0.0,244.0,66.0,1037.0,1880.0
2015-01-03 02:00:00+00:00,57.44,20.01,1196.0,3638.0,21296.0,0.0,244.0,68.0,1037.0,2441.0
2015-01-03 03:00:00+00:00,55.29,17.1,1138.0,3515.0,21145.0,0.0,202.0,67.0,1037.0,2767.0
2015-01-03 04:00:00+00:00,56.22,17.22,1180.0,3626.0,21316.0,0.0,189.0,66.0,1037.0,2953.0
2015-01-03 05:00:00+00:00,58.13,20.14,1246.0,3556.0,21674.0,0.0,188.0,68.0,1036.0,2744.0
2015-01-03 06:00:00+00:00,62.06,19.87,1175.0,3524.0,22127.0,0.0,190.0,67.0,1036.0,2279.0
2015-01-03 07:00:00+00:00,67.36,20.22,1249.0,4000.0,22756.0,0.0,190.0,66.0,1036.0,2152.0
2015-01-03 08:00:00+00:00,69.21,25.22,1415.0,4157.0,24654.0,0.0,226.0,68.0,1036.0,1081.0
2015-01-03 09:00:00+00:00,70.35,25.13,1597.0,3960.0,26454.0,0.0,249.0,68.0,1036.0,341.0
2015-01-03 10:00:00+00:00,68.77,27.1,1569.0,3622.0,26959.0,0.0,250.0,71.0,1036.0,325.0
2015-01-03 11:00:00+00:00,68.82,28.71,1379.0,3138.0,26716.0,0.0,247.0,64.0,1036.0,409.0
2015-01-03 12:00:00+00:00,68.23,25.0,1193.0,3113.0,26802.0,0.0,249.0,64.0,1036.0,1095.0
2015-01-03 13:00:00+00:00,67.97,23.68,1155.0,3114.0,26416.0,0.0,248.0,64.0,1036.0,1750.0
2015-01-03 14:00:00+00:00,62.76,14.87,1137.0,2982.0,25362.0,0.0,206.0,62.0,1034.0,2141.0
2015-01-03 15:00:00+00:00,62.03,11.7,1205.0,2987.0,24770.0,0.0,190.0,61.0,1033.0,2175.0
2015-01-03 16:00:00+00:00,66.69,19.52,1289.0,3169.0,24501.0,0.0,190.0,59.0,1031.0,1936.0
2015-01-03 17:00:00+00:00,71.5,25.13,1399.0,3221.0,24992.0,0.0,218.0,62.0,1031.0,1271.0
2015-01-03 18:00:00+00:00,72.14,39.71,1539.0,3033.0,27964.0,0.0,243.0,66.0,1034.0,129.0
2015-01-03 19:00:00+00:00,72.45,44.0,1555.0,3136.0,29694.0,0.0,244.0,67.0,1034.0,0.0
2015-01-03 20:00:00+00:00,72.86,41.21,1507.0,3061.0,29874.0,0.0,245.0,69.0,1027.0,0.0
2015-01-03 21:00:00+00:00,70.1,35.69,1441.0,3224.0,28979.0,0.0,247.0,71.0,1028.0,117.0
2015-01-03 22:00:00+00:00,67.62,30.23,1291.0,3529.0,26863.0,0.0,248.0,70.0,1028.0,587.0
2015-01-03 23:00:00+00:00,55.22,24.65,2559.0,3981.0,25254.0,0.0,323.0,58.0,1028.0,1045.0
2015-01-04 00:00:00+00:00,50.54,20.2,2755.0,3997.0,23620.0,0.0,310.0,58.0,1027.0,1257.0
2015-01-04 01:00:00+00:00,48.68,19.16,2678.0,3787.0,22606.0,0.0,306.0,57.0,1027.0,1629.0
2015-01-04 02:00:00+00:00,48.02,21.9,2426.0,3724.0,22191.0,0.0,311.0,56.0,1028.0,1962.0
2015-01-04 03:00:00+00:00,47.06,14.9,2046.0,3578.0,21929.0,0.0,310.0,56.0,1027.0,2185.0
2015-01-04 04:00:00+00:00,46.79,24.65,2248.0,3676.0,22195.0,0.0,310.0,58.0,1027.0,1795.0
2015-01-04 05:00:00+00:00,47.63,28.01,2148.0,3702.0,24035.0,0.0,320.0,54.0,1027.0,1341.0
2015-01-04 06:00:00+00:00,47.44,27.51,2100.0,3569.0,26807.0,0.0,325.0,56.0,1027.0,378.0
2015-01-04 07:00:00+00:00,50.84,33.96,2143.0,3314.0,28316.0,0.0,359.0,53.0,1027.0,0.0
2015-01-04 08:00:00+00:00,54.84,38.0,2244.0,3183.0,29871.0,0.0,368.0,54.0,1027.0,0.0
2015-01-04 09:00:00+00:00,59.95,37.17,2209.0,3168.0,30585.0,0.0,370.0,55.0,1028.0,17.0
2015-01-04 10:00:00+00:00,59.35,35.01,2303.0,3207.0,30772.0,0.0,371.0,60.0,1028.0,119.0
2015-01-04 11:00:00+00:00,57.03,38.0,2307.0,3279.0,30685.0,0.0,371.0,57.0,1027.0,72.0
2015-01-04 12:00:00+00:00,59.22,38.12,2353.0,3295.0,30429.0,0.0,362.0,58.0,1027.0,69.0
2015-01-04 13:00:00+00:00,58.56,30.4,2324.0,3141.0,28741.0,0.0,369.0,60.0,1029.0,69.0
2015-01-04 14:00:00+00:00,52.07,27.58,2164.0,3118.0,28249.0,0.0,365.0,59.0,1026.0,69.0
2015-01-04 15:00:00+00:00,52.15,27.56,2049.0,3131.0,28105.0,0.0,374.0,57.0,1026.0,112.0
2015-01-04 16:00:00+00:00,61.12,27.5,2104.0,3303.0,27908.0,0.0,383.0,59.0,1026.0,251.0
2015-01-04 17:00:00+00:00,71.98,26.53,2098.0,3368.0,27577.0,0.0,381.0,61.0,1027.0,506.0
2015-01-04 18:00:00+00:00,74.64,30.0,2075.0,3434.0,27418.0,0.0,383.0,59.0,1027.0,789.0
2015-01-04 19:00:00+00:00,75.38,39.7,2162.0,3604.0,28604.0,0.0,385.0,59.0,1028.0,416.0
2015-01-04 20:00:00+00:00,76.49,40.48,2445.0,3874.0,30346.0,0.0,389.0,57.0,1030.0,0.0
2015-01-04 21:00:00+00:00,73.83,37.97,2169.0,3447.0,28190.0,0.0,394.0,59.0,1028.0,0.0
2015-01-04 22:00:00+00:00,69.51,28.0,1770.0,3390.0,26270.0,0.0,391.0,59.0,1028.0,79.0
2015-01-04 23:00:00+00:00,70.77,43.49,4247.0,5338.0,25069.0,326.0,352.0,72.0,1030.0,650.0
2015-01-05 00:00:00+00:00,64.89,35.5,3112.0,5352.0,23390.0,104.0,310.0,74.0,1027.0,938.0
2015-01-05 01:00:00+00:00,60.91,35.2,2580.0,4791.0,21988.0,0.0,311.0,75.0,1027.0,1021.0
2015-01-05 02:00:00+00:00,59.68,35.2,2573.0,4390.0,21182.0,0.0,308.0,71.0,1027.0,2067.0
2015-01-05 03:00:00+00:00,58.04,30.6,2573.0,4390.0,20778.0,0.0,308.0,71.0,1026.0,2067.0
2015-01-05 04:00:00+00:00,59.57,30.6,2551.0,4108.0,20309.0,0.0,300.0,72.0,1026.0,2228.0
2015-01-05 05:00:00+00:00,69.73,30.6,2351.0,4396.0,20252.0,0.0,291.0,73.0,1026.0,2365.0
2015-01-05 06:00:00+00:00,72.97,30.0,2202.0,4227.0,19964.0,0.0,301.0,74.0,1027.0,2321.0
2015-01-05 07:00:00+00:00,77.92,30.6,2138.0,4017.0,20796.0,0.0,317.0,74.0,1027.0,2071.0
2015-01-05 08:00:00+00:00,79.59,35.3,2239.0,4243.0,22478.0,0.0,331.0,76.0,1027.0,1465.0
2015-01-05 09:00:00+00:00,81.75,35.2,2545.0,3993.0,23834.0,0.0,337.0,74.0,1027.0,1216.0
2015-01-05 10:00:00+00:00,80.82,35.4,2422.0,3900.0,24429.0,0.0,333.0,74.0,1027.0,1166.0
2015-01-05 11:00:00+00:00,79.14,35.5,2217.0,4003.0,21888.0,0.0,336.0,71.0,1026.0,1242.0
2015-01-05 12:00:00+00:00,73.95,36.8,2217.0,4003.0,21888.0,0.0,336.0,71.0,1025.0,1242.0
2015-01-05 13:00:00+00:00,71.93,32.5,2217.0,4003.0,21888.0,0.0,336.0,71.0,1025.0,1242.0
2015-01-05 14:00:00+00:00,71.5,30.0,2217.0,4003.0,21888.0,0.0,336.0,71.0,1026.0,1242.0
2015-01-05 15:00:00+00:00,71.85,30.0,2217.0,4003.0,21888.0,0.0,336.0,71.0,1026.0,1242.0
2015-01-05 16:00:00+00:00,80.53,30.6,2217.0,4003.0,21888.0,0.0,336.0,71.0,1028.0,1242.0
2015-01-05 17:00:00+00:00,89.08,42.01,2217.0,4003.0,21888.0,0.0,336.0,71.0,1028.0,1242.0
2015-01-05 18:00:00+00:00,90.97,51.4,2541.0,4181.0,22048.0,0.0,333.0,75.0,1025.0,651.0
2015-01-05 19:00:00+00:00,88.51,55.35,2509.0,4607.0,22858.0,0.0,334.0,73.0,1024.0,108.0
2015-01-05 20:00:00+00:00,82.85,62.0,2804.0,5329.0,25604.0,0.0,326.0,74.0,1024.0,0.0
2015-01-05 21:00:00+00:00,80.52,60.01,2891.0,5682.0,25381.0,0.0,334.0,75.0,1023.0,45.0
2015-01-05 22:00:00+00:00,72.18,57.6,2958.0,5699.0,23822.0,0.0,328.0,72.0,1023.0,193.0
2015-01-05 23:00:00+00:00,71.48,53.01,5130.0,4359.0,23711.0,851.0,257.0,66.0,1022.0,99.0
2015-01-06 00:00:00+00:00,64.76,45.65,4990.0,4502.0,22354.0,742.0,258.0,63.0,1022.0,693.0
2015-01-06 01:00:00+00:00,60.22,44.04,5207.0,4393.0,21546.0,829.0,266.0,63.0,1021.0,1000.0
2015-01-06 02:00:00+00:00,57.14,43.58,5418.0,4386.0,21171.0,784.0,262.0,65.0,1021.0,1053.0
2015-01-06 03:00:00+00:00,53.94,43.98,5497.0,4453.0,21042.0,802.0,266.0,66.0,1021.0,1052.0
2015-01-06 04:00:00+00:00,53.43,44.91,5753.0,4589.0,21618.0,856.0,263.0,64.0,1021.0,1016.0
2015-01-06 05:00:00+00:00,56.68,51.0,6154.0,4818.0,23433.0,904.0,257.0,63.0,1021.0,323.0
2015-01-06 06:00:00+00:00,63.49,55.76,6527.0,4862.0,25885.0,937.0,283.0,63.0,1021.0,17.0
2015-01-06 07:00:00+00:00,66.75,59.95,6774.0,5143.0,28456.0,959.0,343.0,63.0,1021.0,0.0
2015-01-06 08:00:00+00:00,73.07,60.5,6973.0,4842.0,29708.0,980.0,368.0,64.0,1022.0,0.0
2015-01-06 09:00:00+00:00,78.95,61.29,7101.0,4604.0,30887.0,978.0,361.0,64.0,1022.0,0.0
2015-01-06 10:00:00+00:00,75.91,61.69,7198.0,4475.0,31409.0,977.0,351.0,63.0,1022.0,0.0
2015-01-06 11:00:00+00:00,73.12,61.95,7215.0,4376.0,31947.0,974.0,349.0,62.0,1021.0,0.0
2015-01-06 12:00:00+00:00,68.02,61.29,7210.0,4512.0,32078.0,969.0,356.0,61.0,1021.0,0.0
2015-01-06 13:00:00+00:00,66.67,60.09,7159.0,4178.0,31193.0,962.0,365.0,68.0,1021.0,0.0
2015-01-06 14:00:00+00:00,65.08,60.5,7067.0,4035.0,30542.0,965.0,366.0,69.0,1021.0,0.0
2015-01-06 15:00:00+00:00,66.1,60.69,6830.0,3821.0,30591.0,887.0,364.0,66.0,1021.0,95.0
2015-01-06 16:00:00+00:00,72.0,60.69,6873.0,4059.0,30799.0,947.0,362.0,69.0,1021.0,5.0
2015-01-06 17:00:00+00:00,78.6,58.9,7100.0,4472.0,30481.0,976.0,356.0,69.0,1022.0,0.0
2015-01-06 18:00:00+00:00,81.18,57.0,7172.0,4553.0,30147.0,967.0,351.0,69.0,1023.0,0.0
2015-01-06 19:00:00+00:00,81.65,57.0,7194.0,4490.0,30120.0,968.0,365.0,71.0,1023.0,0.0
2015-01-06 20:00:00+00:00,78.63,59.88,7264.0,4664.0,30747.0,980.0,364.0,70.0,1023.0,0.0
2015-01-06 21:00:00+00:00,73.2,59.6,7279.0,4684.0,29978.0,970.0,360.0,72.0,1023.0,0.0
2015-01-06 22:00:00+00:00,72.46,55.76,7227.0,4728.0,27421.0,922.0,352.0,72.0,1024.0,0.0
2015-01-06 23:00:00+00:00,67.24,59.52,7996.0,4659.0,30518.0,885.0,371.0,55.0,1025.0,0.0
2015-01-07 00:00:00+00:00,64.17,51.1,7838.0,4199.0,28484.0,909.0,370.0,55.0,1025.0,137.0
2015-01-07 01:00:00+00:00,62.12,47.03,8048.0,4448.0,27026.0,905.0,368.0,55.0,1025.0,482.0
2015-01-07 02:00:00+00:00,62.11,48.5,7837.0,4157.0,26248.0,875.0,360.0,56.0,1025.0,747.0
2015-01-07 03:00:00+00:00,60.05,48.79,7827.0,4001.0,25838.0,912.0,360.0,55.0,1025.0,845.0
2015-01-07 04:00:00+00:00,62.48,50.51,7910.0,4219.0,26021.0,918.0,360.0,57.0,1025.0,700.0
2015-01-07 05:00:00+00:00,70.01,59.13,7856.0,4338.0,26992.0,930.0,364.0,54.0,1025.0,209.0
2015-01-07 06:00:00+00:00,75.2,60.8,7855.0,4954.0,28625.0,938.0,374.0,55.0,1025.0,0.0
2015-01-07 07:00:00+00:00,83.3,61.87,7982.0,5447.0,31015.0,960.0,378.0,55.0,1027.0,0.0
2015-01-07 08:00:00+00:00,93.14,64.23,7991.0,5881.0,33276.0,960.0,381.0,54.0,1028.0,0.0
2015-01-07 09:00:00+00:00,100.45,66.5,7979.0,6076.0,34221.0,955.0,364.0,51.0,1026.0,0.0
2015-01-07 10:00:00+00:00,95.17,67.1,7982.0,5726.0,34796.0,937.0,367.0,51.0,1028.0,0.0
2015-01-07 11:00:00+00:00,85.23,66.1,8005.0,5583.0,35535.0,958.0,362.0,52.0,1027.0,0.0
2015-01-07 12:00:00+00:00,81.5,65.0,7975.0,5637.0,35752.0,936.0,367.0,50.0,1028.0,0.0
2015-01-07 13:00:00+00:00,77.29,59.75,7839.0,5684.0,35605.0,940.0,369.0,53.0,1030.0,0.0
2015-01-07 14:00:00+00:00,76.61,59.61,7782.0,6098.0,36020.0,925.0,367.0,51.0,1030.0,0.0
2015-01-07 15:00:00+00:00,77.15,59.53,7807.0,6242.0,36066.0,957.0,367.0,52.0,1030.0,0.0
2015-01-07 16:00:00+00:00,79.51,61.1,7866.0,6056.0,36195.0,954.0,368.0,52.0,1030.0,0.0
2015-01-07 17:00:00+00:00,91.05,61.1,8058.0,5839.0,35739.0,879.0,364.0,52.0,1030.0,0.0
2015-01-07 18:00:00+00:00,95.29,61.1,8129.0,6477.0,35188.0,914.0,371.0,51.0,1028.0,0.0
2015-01-07 19:00:00+00:00,91.25,61.87,8163.0,6316.0,34470.0,968.0,354.0,52.0,1028.0,0.0
2015-01-07 20:00:00+00:00,87.08,63.71,8002.0,5881.0,33716.0,902.0,386.0,53.0,1028.0,0.0
2015-01-07 21:00:00+00:00,78.15,64.1,7853.0,5785.0,32697.0,915.0,384.0,52.0,1028.0,6.0
2015-01-07 22:00:00+00:00,75.07,59.13,7601.0,5519.0,30477.0,841.0,381.0,52.0,1029.0,137.0
2015-01-07 23:00:00+00:00,73.73,49.0,7280.0,4178.0,26788.0,571.0,383.0,67.0,1029.0,398.0
2015-01-08 00:00:00+00:00,70.99,46.86,6774.0,3912.0,25146.0,566.0,370.0,67.0,1029.0,392.0
2015-01-08 01:00:00+00:00,68.3,45.68,6349.0,3718.0,23889.0,455.0,372.0,67.0,1030.0,956.0
2015-01-08 02:00:00+00:00,64.22,44.99,6078.0,3768.0,23046.0,369.0,373.0,65.0,1030.0,1088.0
2015-01-08 03:00:00+00:00,63.53,44.81,5984.0,3707.0,22587.0,367.0,373.0,67.0,1030.0,1027.0
2015-01-08 04:00:00+00:00,66.7,44.68,5817.0,3706.0,22361.0,351.0,361.0,66.0,1030.0,1348.0
2015-01-08 05:00:00+00:00,69.79,44.81,5785.0,3946.0,22551.0,367.0,354.0,67.0,1030.0,1804.0
2015-01-08 06:00:00+00:00,75.57,44.81,5570.0,3890.0,22543.0,360.0,347.0,66.0,1031.0,1638.0
2015-01-08 07:00:00+00:00,82.36,46.85,6289.0,4066.0,24042.0,457.0,332.0,69.0,1031.0,508.0
2015-01-08 08:00:00+00:00,87.03,49.0,6720.0,4535.0,25932.0,576.0,305.0,66.0,1032.0,198.0
2015-01-08 09:00:00+00:00,91.08,54.36,7301.0,4441.0,27664.0,622.0,315.0,67.0,1032.0,104.0
2015-01-08 10:00:00+00:00,89.29,61.98,7468.0,4513.0,28448.0,629.0,315.0,66.0,1032.0,0.0
2015-01-08 11:00:00+00:00,85.45,62.47,7503.0,4654.0,28881.0,631.0,311.0,68.0,1032.0,6.0
2015-01-08 12:00:00+00:00,80.33,62.93,7551.0,4760.0,29329.0,635.0,311.0,69.0,1031.0,27.0
2015-01-08 13:00:00+00:00,77.33,61.98,7542.0,4591.0,29026.0,637.0,269.0,69.0,1031.0,32.0
2015-01-08 14:00:00+00:00,77.03,57.48,7517.0,4964.0,28237.0,636.0,263.0,66.0,1032.0,10.0
2015-01-08 15:00:00+00:00,78.15,54.38,7462.0,5046.0,27868.0,636.0,259.0,67.0,1033.0,0.0
2015-01-08 16:00:00+00:00,80.48,54.36,7437.0,4899.0,27654.0,628.0,258.0,67.0,1036.0,0.0
2015-01-08 17:00:00+00:00,90.87,52.04,7345.0,4677.0,27507.0,582.0,258.0,69.0,1037.0,0.0
2015-01-08 18:00:00+00:00,94.11,54.38,7419.0,4606.0,27544.0,625.0,270.0,69.0,1034.0,0.0
2015-01-08 19:00:00+00:00,90.26,60.33,7224.0,4805.0,27578.0,571.0,295.0,68.0,1035.0,84.0
2015-01-08 20:00:00+00:00,84.66,66.0,7191.0,4932.0,28222.0,599.0,301.0,67.0,1035.0,81.0
2015-01-08 21:00:00+00:00,77.05,63.6,7012.0,5136.0,28221.0,625.0,301.0,70.0,1036.0,4.0
2015-01-08 22:00:00+00:00,73.14,55.5,6549.0,5209.0,26436.0,620.0,302.0,67.0,1036.0,0.0
2015-01-08 23:00:00+00:00,67.7,60.47,7695.0,5410.0,27485.0,920.0,314.0,66.0,1036.0,0.0
2015-01-09 00:00:00+00:00,61.05,52.88,7691.0,4445.0,25750.0,928.0,301.0,68.0,1036.0,62.0
2015-01-09 01:00:00+00:00,59.61,48.62,7435.0,4287.0,24760.0,833.0,297.0,67.0,1035.0,167.0
2015-01-09 02:00:00+00:00,58.65,47.69,7544.0,4223.0,24188.0,935.0,296.0,67.0,1035.0,557.0
2015-01-09 03:00:00+00:00,58.4,45.85,7375.0,4178.0,23840.0,937.0,298.0,66.0,1035.0,734.0
2015-01-09 04:00:00+00:00,59.77,45.78,7442.0,4283.0,24030.0,935.0,288.0,66.0,1037.0,753.0
2015-01-09 05:00:00+00:00,68.38,49.3,7465.0,4444.0,25965.0,894.0,299.0,66.0,1035.0,468.0
2015-01-09 06:00:00+00:00,75.5,55.93,7674.0,5068.0,28266.0,920.0,299.0,67.0,1035.0,297.0
2015-01-09 07:00:00+00:00,81.67,60.47,7654.0,5684.0,29981.0,910.0,333.0,67.0,1035.0,43.0
2015-01-09 08:00:00+00:00,85.8,57.5,7801.0,6295.0,31932.0,956.0,348.0,67.0,1036.0,0.0
2015-01-09 09:00:00+00:00,92.0,59.57,7866.0,6674.0,33325.0,955.0,352.0,68.0,1036.0,0.0
2015-01-09 10:00:00+00:00,89.66,60.47,7645.0,6918.0,34144.0,892.0,353.0,69.0,1036.0,0.0
2015-01-09 11:00:00+00:00,85.5,63.52,7610.0,6848.0,35040.0,889.0,360.0,66.0,1036.0,0.0
2015-01-09 12:00:00+00:00,81.22,63.69,7710.0,6954.0,35524.0,942.0,364.0,68.0,1035.0,0.0
2015-01-09 13:00:00+00:00,77.08,60.47,7738.0,7022.0,34579.0,918.0,374.0,70.0,1034.0,0.0
2015-01-09 14:00:00+00:00,77.33,60.1,7777.0,6520.0,33792.0,845.0,366.0,72.0,1036.0,1.0
2015-01-09 15:00:00+00:00,80.09,62.53,7817.0,6377.0,33768.0,882.0,372.0,70.0,1036.0,0.0
2015-01-09 16:00:00+00:00,81.64,63.01,7645.0,6247.0,33696.0,856.0,386.0,71.0,1039.0,4.0
2015-01-09 17:00:00+00:00,88.51,62.29,7179.0,6189.0,33154.0,732.0,390.0,69.0,1039.0,167.0
2015-01-09 18:00:00+00:00,89.0,61.51,6873.0,5975.0,32440.0,733.0,391.0,72.0,1035.0,433.0
2015-01-09 19:00:00+00:00,87.11,65.5,6633.0,6141.0,32384.0,663.0,397.0,72.0,1039.0,183.0
2015-01-09 20:00:00+00:00,82.13,67.67,7175.0,6476.0,33976.0,788.0,388.0,71.0,1039.0,50.0
2015-01-09 21:00:00+00:00,78.39,61.51,7443.0,5953.0,31420.0,860.0,395.0,73.0,1038.0,1.0
2015-01-09 22:00:00+00:00,72.17,54.9,7447.0,5207.0,28825.0,885.0,384.0,72.0,1038.0,0.0
2015-01-09 23:00:00+00:00,61.8,56.65,7380.0,5151.0,24899.0,930.0,412.0,71.0,1038.0,321.0
2015-01-10 00:00:00+00:00,59.46,53.5,7378.0,5181.0,23505.0,934.0,399.0,72.0,1033.0,391.0
2015-01-10 01:00:00+00:00,55.97,49.69,7369.0,4917.0,22589.0,918.0,389.0,69.0,1031.0,472.0
2015-01-10 02:00:00+00:00,55.03,49.1,7318.0,4496.0,22177.0,873.0,386.0,69.0,1033.0,488.0
2015-01-10 03:00:00+00:00,54.53,51.25,7337.0,4488.0,22025.0,902.0,385.0,68.0,1031.0,660.0
2015-01-10 04:00:00+00:00,55.44,53.6,7357.0,4645.0,22426.0,930.0,371.0,66.0,1032.0,490.0
2015-01-10 05:00:00+00:00,57.22,58.02,7242.0,5093.0,24361.0,888.0,386.0,67.0,1029.0,150.0
2015-01-10 06:00:00+00:00,63.84,63.03,7236.0,5641.0,27890.0,884.0,401.0,66.0,1029.0,0.0
2015-01-10 07:00:00+00:00,71.4,63.56,7260.0,6096.0,29335.0,906.0,423.0,68.0,1031.0,0.0
2015-01-10 08:00:00+00:00,74.51,64.66,7419.0,5896.0,29951.0,911.0,431.0,68.0,1032.0,0.0
2015-01-10 09:00:00+00:00,77.05,63.9,7347.0,5695.0,30452.0,816.0,436.0,66.0,1029.0,0.0
